1.0072964584038024e-12,1.576570401356761e-13,2.1512807939695712e-13,2.1512807939695712e-14,1.5058965557786997e-15
1.0908789150694838e-12,1.7073895124063628e-13,2.329787659786022e-13,2.3297876597860218e-14,1.6308513618502153e-15
1.067591601262664e-12,1.6709413651219798e-13,2.280052995757579e-13,2.2800529957575784e-14,1.5960370970303048e-15
1.0838151875604558e-12,1.6963337168448157e-13,2.314701672738985e-13,2.314701672738985e-14,1.6202911709172896e-15
1.0816361750937291e-12,1.6929232347264996e-13,2.3100479606859136e-13,2.3100479606859132e-14,1.6170335724801394e-15
1.061703330069326e-12,1.6617253354207644e-13,2.2674774281357233e-13,2.2674774281357237e-14,1.5872341996950064e-15
1.0936988846017436e-12,1.7118031886981802e-13,2.335810262410818e-13,2.3358102624108178e-14,1.6350671836875726e-15
1.0873765002278299e-12,1.7019077066017692e-13,2.322307560239853e-13,2.322307560239853e-14,1.6256152921678973e-15
1.0841873731572065e-12,1.6969162432607013e-13,2.315496548685785e-13,2.3154965486857846e-14,1.6208475840800495e-15
1.0862530264091184e-12,1.700149301164619e-13,2.319908159717239e-13,2.3199081597172384e-14,1.6239357118020669e-15
1.0916534641781745e-12,1.708601798212563e-13,2.331441862585616e-13,2.331441862585616e-14,1.6320093038099311e-15
1.0941795041656943e-12,1.7125554305754504e-13,2.3368367205389156e-13,2.3368367205389157e-14,1.635785704377241e-15
1.098334433327896e-12,1.7190585193952424e-13,2.345710393460503e-13,2.3457103934605033e-14,1.6419972754223523e-15
1.1002896200733692e-12,1.7221186806082804e-13,2.349886081421151e-13,2.3498860814211513e-14,1.6449202569948059e-15
1.1040427858584993e-12,1.7279929493390538e-13,2.357901709196641e-13,2.3579017091966407e-14,1.6505311964376483e-15
1.106033547550195e-12,1.731108790691516e-13,2.3621533744903934e-13,2.3621533744903934e-14,1.6535073621432755e-15
1.112652812913381e-12,1.74146893617129e-13,2.376290124726342e-13,2.3762901247263417e-14,1.6634030873084391e-15
1.1207566138070845e-12,1.7541526029517208e-13,2.3935973941755006e-13,2.3935973941755006e-14,1.6755181759228507e-15
1.1230891095441526e-12,1.7578033094638627e-13,2.398578900105862e-13,2.398578900105862e-14,1.6790052300741035e-15
1.132275438579217e-12,1.7721812955403322e-13,2.418198122486069e-13,2.418198122486069e-14,1.6927386857402485e-15
1.1392815644019003e-12,1.783146935802512e-13,2.4331610897403737e-13,2.4331610897403735e-14,1.7032127628182618e-15
1.157415993189276e-12,1.811530043310895e-13,2.4718907487542753e-13,2.471890748754276e-14,1.730323524127993e-15
1.1639635418398492e-12,1.821777941353041e-13,2.48587433376745e-13,2.4858743337674504e-14,1.740112033637215e-15
1.174961212160777e-12,1.8389909488715323e-13,2.5093620336818445e-13,2.5093620336818447e-14,1.7565534235772912e-15
1.1991042320387062e-12,1.8767784048100033e-13,2.560924227253059e-13,2.5609242272530593e-14,1.792646959077141e-15
1.223451995116851e-12,1.9148863146393278e-13,2.612923690419181e-13,2.6129236904191814e-14,1.8290465832934267e-15
1.2227119783306032e-12,1.9137280771095795e-13,2.6113432382234163e-13,2.611343238223417e-14,1.827940266756392e-15
1.2513897818522538e-12,1.9586131512413842e-13,2.672590359083071e-13,2.6725903590830712e-14,1.8708132513581498e-15
1.2566901427914865e-12,1.9669090130044087e-13,2.6839103280897597e-13,2.6839103280897597e-14,1.878737229662832e-15
1.2822827841684805e-12,2.006965344535093e-13,2.738568475055275e-13,2.7385684750552754e-14,1.9169979325386926e-15
1.2952434134330482e-12,2.0272506779252798e-13,2.7662484619965646e-13,2.7662484619965643e-14,1.9363739233975948e-15
1.3171789210870539e-12,2.0615830453405702e-13,2.813096076646985e-13,2.8130960766469852e-14,1.9691672536528896e-15
1.3263545666068838e-12,2.0759443101094635e-13,2.8326924822675936e-13,2.8326924822675935e-14,1.9828847375873158e-15
1.3483479021862584e-12,2.110367186922209e-13,2.8796635998889257e-13,2.879663599888926e-14,2.015764519922248e-15
1.3621808783793382e-12,2.132017874410221e-13,2.9092066562149323e-13,2.9092066562149323e-14,2.0364446593504523e-15
1.3792535306824705e-12,2.1587391420859028e-13,2.945668681565493e-13,2.945668681565493e-14,2.0619680770958447e-15
1.4096854500571106e-12,2.206369671253612e-13,3.010662063730298e-13,3.0106620637302986e-14,2.1074634446112086e-15
1.4208782049066456e-12,2.223888015389738e-13,3.034566405236244e-13,3.0345664052362444e-14,2.1241964836653707e-15
1.4316498144021452e-12,2.240747203728878e-13,3.057571307551228e-13,3.057571307551228e-14,2.1402999152858596e-15
1.441562804601968e-12,2.2562625237794875e-13,3.078742458556247e-13,3.0787424585562473e-14,2.1551197209893722e-15
1.4857874482839993e-12,2.3254807401823587e-13,3.1731929311847946e-13,3.173192931184795e-14,2.2212350518293565e-15
1.4799279503422718e-12,2.316309744945884e-13,3.160678814532069e-13,3.160678814532069e-14,2.2124751701724482e-15
1.4963816676369528e-12,2.342062286278346e-13,3.1958189817689754e-13,3.195818981768975e-14,2.2370732872382825e-15
1.5252356866156129e-12,2.3872231640938274e-13,3.257442445586159e-13,3.257442445586159e-14,2.2802097119103116e-15
1.5147814518602235e-12,2.370860714939286e-13,3.2351153597940013e-13,3.2351153597940016e-14,2.264580751855801e-15
1.5518664199922303e-12,2.428904265677893e-13,3.31431764331417e-13,3.31431764331417e-14,2.3200223503199195e-15
1.5956603976251305e-12,2.4974484249645446e-13,3.407848343424527e-13,3.407848343424527e-14,2.385493840397169e-15
1.709804745999438e-12,2.6761014914254893e-13,3.65162617302887e-13,3.65162617302887e-14,2.5561383211202086e-15
2.0263569421673243e-12,3.1715532710868686e-13,4.327685990596368e-13,4.327685990596368e-14,3.0293801934174574e-15
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
