1.2216773489967981e-10	 238.80266075388022
2.5456406738604255e-10	 241.46341463414637
5.670523941381192e-10	 241.46341463414637
1.221677348996798e-9	 244.12416851441208
2.813684267870695e-9	 245.4545454545455
7.65698808012422e-9	 248.1152993348112
2.227542951999561e-8	 250.7760532150778
6.061898993497585e-8	 250.77605321507713
1.8852212170408763e-7	 253.4368070953435
5.862946645916414e-7	 256.0975609756099
1.59551E-06	 257.4279379157424
4.64159E-06	 260.0886917960081
1.35031E-05	 261.41906873614175
4.19941E-05	 264.0798226164077
0.00014925	 266.7405764966734
0.000434191	 269.40133037693954
0.001263134	 272.0620842572057
0.005484417	277.383592
0.01823348	 280.0443458980035
0.053044173	 285.36585365853625
0.20153376859417352	 289.35698447893515
0.5484416576121004	 293.34811529933427
2.2275429519995655	 299.9999999999993
7.405684692262412	 306.65188470066437
21.544346900318956	 313.30376940132965
60.61898993497597	 318.62527716186173
170.5626983142532	326.6075388
567.0523941381123	 337.2505543237244
2015.3376859417187	 353.21507760532086
6700.187503509576	 369.1796008869171
15955.064004448257	 387.8048780487795
36746.619407366576	 411.75166297117426
60618.98993497547	 443.6807095343672
69275.50656129421	 486.25277161862437
58629.46645916438	 531.4855875831477
40615.859883769546	582.0399113
27213.38768375264	 640.5764966740568
20153.376859417516	 688.4700665188461
14924.955450518322	 741.6851441241677
11052.951411260154	 804.2128603104206
8750.421749906724	856.097561
6700.187503509576	 911.9733924611966
5484.4165761209815	 951.8847006651877
4641.588833612829	997.1175166
3674.661940736688	 1055.6541019955646
2813.6842678706607	 1114.1906873614184
2303.132058706982	 1159.4235033259415
1885.2212170408493	 1217.9600886917954
1492.4955450518078	 1284.4789356984472
1181.5817326180995	 1332.3725055432365
935.4368899026124	 1380.266075388026
791.6819159262985	 1428.1596452328154
648.0286440412455	 1486.696230598669
